school_name,student_1,student_2,student_3,student_4,student_5,student_6,teacher
인천산곡남초등학교,76,93,89,78,99,92,29
인천산곡북초등학교,46,51,46,56,57,45,20
인천산곡초등학교,74,45,41,55,47,45,23
인천삼산초등학교,95,86,71,91,100,91,30
인천상정초등학교,49,60,49,59,42,41,20
인천서곶초등학교,93,99,90,98,103,121,30
인천서운초등학교,98,105,82,82,85,71,29
인천석남서초등학교,61,74,75,86,76,97,30
인천석남초등학교,87,86,83,98,114,111,34
인천성지초등학교,56,58,66,54,62,70,22
인천소양초등학교,58,68,57,50,78,82,20
인천신대초등학교,107,124,117,120,128,134,33
인천신석초등학교,53,55,69,63,81,87,24
인천신촌초등학교,55,53,41,54,45,53,21
인천신현북초등학교,66,72,82,105,110,102,28
인천신현초등학교,53,56,59,79,85,80,25
인천심곡초등학교,43,39,37,50,48,56,19
인천십정초등학교,42,50,32,53,38,49,21
인천안남초등학교,55,64,65,78,77,77,25
인천안산초등학교,49,43,49,65,69,84,23
인천양지초등학교,63,59,49,44,52,53,23
인천용마초등학교,90,107,103,92,95,88,30
인천일신초등학교,49,59,60,76,78,63,23
인천작동초등학교,85,91,69,89,91,97,29
인천작전초등학교,58,69,78,86,86,62,26
인천창신초등학교,82,81,80,103,96,89,27
인천천마초등학교,21,36,25,37,44,39,17
인천청천초등학교,69,64,49,66,72,65,22
인천하정초등학교,19,17,20,14,24,25,16
인천한길초등학교,85,102,96,114,120,119,33
인천화전초등학교,145,126,136,157,160,159,48
인천효성남초등학교,137,103,96,103,114,110,37
인천효성동초등학교,28,34,32,42,49,47,16
인천효성서초등학교,75,84,81,91,95,95,29
인천효성초등학교,49,57,53,59,74,66,22
한일초등학교,60,56,58,53,37,30,15
인천축현초등학교,44,54,56,63,73,57,23
인천계양초등학교상야분교장,0,2,0,1,0,3,4
인천남부초등학교이작분교장,0,0,3,0,5,0,2
인천용현남초등학교자월분교장,0,0,4,0,1,0,2
인천용유초등학교무의분교장,0,0,0,1,0,3,2
인천영종초등학교금산분교장,14,15,10,17,10,9,8
인천삼목초등학교장봉분교장,1,3,2,2,2,2,3
인천서면초등학교,70,75,68,91,82,100,26
인천공항초등학교신도분교장,0,2,0,6,0,4,3
인천신월초등학교,46,45,66,57,64,58,21
인천새말초등학교,70,74,79,95,67,78,29
인천서창초등학교,159,168,132,193,199,194,53
인천삼목초등학교,90,108,100,114,148,131,36
인천봉화초등학교,50,51,59,52,64,56,23
인천검암초등학교,43,36,49,47,42,43,17
인천은지초등학교,81,86,81,109,91,93,30
인천진산초등학교,35,49,40,42,64,68,19
인천굴포초등학교,136,113,167,169,190,178,47
인천간재울초등학교,223,202,234,209,194,194,62
인천후정초등학교,65,86,62,80,84,72,25
인천발산초등학교,115,89,129,121,151,117,38
인천해서초등학교,30,29,32,35,37,50,18
인천먼우금초등학교,110,138,133,135,141,176,40
인천경서초등학교,104,125,108,131,116,111,40
인천왕길초등학교,93,94,99,127,115,119,38
인천귤현초등학교,108,128,107,124,111,129,35
인천원당초등학교,73,73,66,96,92,83,26
인천능내초등학교,106,95,102,100,136,151,35
인천완정초등학교,98,88,97,92,108,114,30
인천당산초등학교,165,158,146,209,203,192,57
인천청라초등학교,217,228,216,241,257,257,71
인천양촌초등학교,38,47,32,46,49,45,18
인천영선초등학교,116,109,117,146,135,137,38
인천동방초등학교,111,94,114,139,154,139,39
인천장도초등학교,65,52,42,71,66,60,23
인천신송초등학교,92,90,95,110,127,134,30
인천금마초등학교,53,57,52,49,58,48,23
인천은봉초등학교,60,81,76,86,84,85,29
인천해송초등학교,99,94,132,144,137,159,37
인천정각초등학교,162,189,212,225,207,207,56
인천경원초등학교,159,194,216,203,226,206,57
인천학산초등학교,159,141,132,179,159,178,46
인천상아초등학교,115,144,141,150,128,175,38
인천고잔초등학교,164,156,168,190,173,162,45
인천공촌초등학교,59,49,42,68,82,68,22
인천사리울초등학교,105,88,104,101,110,103,28
인천송천초등학교,62,70,76,82,82,81,25
인천운남초등학교,49,59,51,83,71,72,24
인천원동초등학교,151,173,199,242,235,230,55
인천신정초등학교,247,270,243,252,284,270,61
인천초은초등학교,154,156,153,166,160,191,51
인천가원초등학교,306,284,291,285,255,200,77
인천해든초등학교,168,138,162,125,135,99,45
인천한별초등학교,329,258,239,243,208,198,66
인천청일초등학교,144,155,166,167,177,154,48
인천도담초등학교,96,89,110,138,135,108,39
인천새봄초등학교,95,105,79,81,56,59,23
인천장서초등학교,295,290,242,239,225,179,69
인천장아초등학교,191,198,163,180,159,138,46
인천연송초등학교,133,149,143,155,142,139,44
인천예송초등학교,152,138,139,134,129,84,42
인천송일초등학교,176,180,161,180,164,176,50
인천첨단초등학교,308,296,316,301,292,274,77
인천송명초등학교,234,225,237,240,244,220,63
인천송원초등학교,144,143,150,191,154,183,50
인천청람초등학교,215,193,230,256,251,223,64
인천경명초등학교,166,152,202,197,213,198,58
인천해원초등학교,340,304,319,341,344,349,95
인천미송초등학교,289,283,278,268,270,205,71
인천은송초등학교,163,181,162,125,139,116,44
인천하늘초등학교,183,162,121,147,137,130,38
인천현송초등학교,102,96,70,84,89,50,23
인천용학초등학교,193,184,211,216,194,186,61
인천명선초등학교,145,166,176,209,195,191,51
인천한빛초등학교,165,185,200,199,210,177,55
인천중산초등학교,286,286,292,305,298,292,80
인천경연초등학교,199,138,126,144,99,93,41
인천별빛초등학교,203,163,130,118,104,73,40
인천송담초등학교,189,168,142,189,133,140,45
인천청호초등학교,85,87,40,35,50,33,21
광주교육대학교광주부설초등학교,96,95,95,95,99,96,29
각화초등학교,109,101,72,89,79,71,32
광주계림초등학교,160,126,121,125,124,80,42
광주남초등학교,76,88,63,100,84,89,30
광주동산초등학교,40,42,53,64,67,78,23
광주동운초등학교,26,43,48,38,34,42,17
광주동초등학교,11,7,7,12,7,11,9
광주동초등학교충효분교장,2,3,4,3,4,10,7
광주문화초등학교,88,64,79,103,96,113,32
광주산수초등학교,38,32,32,35,32,34,16
광주서림초등학교,68,55,58,54,44,71,27
광주서산초등학교,37,52,36,58,49,58,19
광주서석초등학교,20,22,26,19,24,32,14
광주수창초등학교,10,7,2,8,14,19,8
광주양산초등학교,71,74,78,84,81,71,31
광주용봉초등학교,33,26,23,27,30,33,16
광주용산초등학교,43,42,41,31,24,25,14
광주우산초등학교,22,35,32,22,33,33,14
광주운암초등학교,124,146,138,140,183,143,49
광주장원초등학교,40,37,23,39,34,28,13
광주중앙초등학교,3,7,5,8,5,4,8
광주중흥초등학교,86,78,55,57,39,40,23
광주지산초등학교,19,18,27,22,19,21,10
광주풍향초등학교,48,67,53,55,62,64,23
광주학운초등학교,87,64,61,87,84,80,27
광주효동초등학교,106,94,88,82,74,77,33
대자초등학교,173,142,143,168,152,159,47
동림초등학교,110,125,127,133,126,119,42
두암초등학교,42,51,56,70,73,67,22
매곡초등학교,61,57,62,47,73,67,25
무등초등학교,48,39,52,71,64,63,24
문산초등학교,96,91,106,99,106,113,35
문정초등학교,43,30,52,49,52,41,17
문흥중앙초등학교,61,67,61,83,80,88,28
문흥초등학교,36,28,36,38,43,43,17
살레시오초등학교,84,84,84,84,84,87,18
삼각초등학교,98,96,89,138,124,150,37
삼정초등학교,12,10,13,8,10,11,9
서일초등학교,59,74,67,88,97,81,26
오정초등학교,23,33,44,40,49,38,19
오치초등학교,31,25,27,20,30,26,15
용두초등학교,148,149,142,158,154,144,45
용주초등학교,45,64,52,62,62,68,23
율곡초등학교,48,52,44,52,66,60,23
일곡초등학교,81,70,103,104,116,96,34
일동초등학교,71,75,61,86,85,95,31
일신초등학교,81,67,71,79,84,97,27
태봉초등학교,191,179,182,204,193,184,59
광주광천초등학교,77,74,91,80,84,85,41
광주극락초등학교,32,35,26,36,31,27,16
광주농성초등학교,34,56,48,59,70,56,20
광주대성초등학교,88,89,104,115,112,107,34
광주방림초등학교,80,96,75,95,81,101,34
광주백운초등학교,99,97,79,98,88,91,34
광주봉주초등학교,58,74,55,79,63,72,27
광주삼육초등학교,90,96,96,96,102,102,18
광주상무초등학교,81,101,87,99,80,75,32
광주서초등학교,83,92,100,88,97,98,36
광주송원초등학교,89,100,101,100,91,88,18
광주양동초등학교,24,15,17,18,10,22,10
광주월산초등학교,45,24,38,36,32,35,15
광주제석초등학교,114,75,97,113,98,103,33
광주학강초등학교,80,105,80,101,118,99,35
광주화정초등학교,41,45,34,74,62,62,19
광주효덕초등학교,107,120,126,137,161,154,45
금구초등학교,64,76,58,74,89,94,27
금당초등학교,31,37,37,39,55,44,17
금부초등학교,59,59,79,72,68,72,28
금호초등학교,32,30,44,30,40,34,18
대촌중앙초등학교,31,39,36,53,42,35,23
동곡초등학교,9,8,19,7,12,13,8
마재초등학교,37,47,46,72,48,71,21
마지초등학교,130,128,125,143,112,116,44
무학초등학교,4,10,4,12,9,7,8
미산초등학교,72,70,81,107,84,99,28
목련초등학교,23,17,29,33,32,40,14
성진초등학교,61,47,80,67,65,75,23
본량초등학교,6,10,5,11,5,11,8
봉선초등학교,45,59,40,59,62,64,20
비아초등학교,41,51,50,65,50,57,22
산월초등학교,22,22,19,38,24,32,12
삼도초등학교,13,8,11,7,6,8,9
서광초등학교,81,70,71,74,66,65,26
송우초등학교,113,90,89,92,94,76,32
송정동초등학교,65,74,72,64,81,82,25
송정서초등학교,81,82,80,67,77,73,27
송정중앙초등학교,56,50,55,72,54,59,23
송정초등학교,91,85,110,122,109,102,35
송학초등학교,5,13,8,11,12,10,9
신암초등학교,128,107,123,133,123,144,43
어등초등학교,57,58,56,61,71,74,27
염주초등학교,84,83,100,86,112,109,32
운남초등학교,77,95,109,100,117,99,38
운천초등학교,113,100,129,124,108,108,38
월계초등학교,73,76,78,94,92,111,32
월곡초등학교,114,138,112,132,145,137,46
유덕초등학교,60,64,75,74,77,94,26
유안초등학교,115,112,139,126,144,153,41
유촌초등학교,104,89,92,110,123,104,33
임곡초등학교,5,4,3,5,6,6,10
장산초등학교,112,133,81,131,93,111,39
정암초등학교,90,99,94,118,125,123,34
조봉초등학교,129,140,143,179,178,186,42
주월초등학교,228,222,207,234,244,231,65
진만초등학교,57,47,56,62,53,47,26
진월초등학교,102,106,124,135,102,158,40
치평초등학교,60,65,89,95,80,101,30
평동초등학교,15,11,14,12,10,10,9
풍암초등학교,80,114,90,105,123,121,33
풍영초등학교,98,113,104,138,96,110,36
하남중앙초등학교,30,28,32,40,68,92,23
하남초등학교,129,103,119,138,152,121,43
화개초등학교,108,143,140,142,163,166,45
화정남초등학교,86,99,99,103,93,103,33
효광초등학교,52,59,41,52,47,39,20
계수초등학교,40,55,41,58,52,58,20
첨단초등학교,58,70,60,69,75,65,27
운리초등학교,79,60,63,84,88,90,29
대반초등학교,57,53,63,130,87,100,45
어룡초등학교,133,106,138,174,146,149,46
문우초등학교,45,43,51,70,56,52,21
영천초등학교,50,49,47,49,50,80,21
불로초등학교,167,155,179,175,156,161,41
봉산초등학교,143,130,150,166,160,176,48
월봉초등학교,161,154,150,162,162,167,49
선창초등학교,166,170,157,164,171,170,56
신창초등학교,204,171,220,222,216,234,65
만호초등학교,144,147,163,175,156,136,49
수문초등학교,127,140,140,140,162,154,44
본촌초등학교,226,191,218,231,179,216,63
연제초등학교,203,180,163,196,177,152,60
양지초등학교,105,109,103,133,105,100,39
광림초등학교,101,81,111,132,117,123,37
빛고을초등학교,88,94,103,135,125,135,38
도산초등학교,41,32,27,42,40,50,16
한울초등학교,93,92,98,88,98,81,30
하백초등학교,132,145,141,150,128,147,42
진남초등학교,80,78,71,100,82,110,33
산정초등학교,230,227,235,239,225,239,65
고실초등학교,158,162,181,222,203,245,62
장덕초등학교,133,137,148,174,152,209,55
수완초등학교,228,217,270,336,290,333,76
큰별초등학교,163,179,188,206,207,214,58
진제초등학교,96,82,75,116,129,126,33
성덕초등학교,192,190,187,218,227,209,63
선운초등학교,244,232,188,240,195,203,70
신용초등학교,210,210,180,192,173,175,66
건국초등학교,228,207,189,195,212,195,59
빛여울초등학교,202,180,174,157,130,122,47
효천초등학교,194,206,207,186,194,147,58
은빛초등학교,142,125,125,157,143,135,41
새별초등학교,156,171,166,207,182,197,60
광주북초등학교,7,7,10,12,18,17,9
지한초등학교,102,87,71,54,48,38,25
대전가양초등학교,81,96,86,117,106,104,39
대전대동초등학교,48,47,59,58,51,52,24
대전대룡초등학교,60,57,71,78,68,74,27
대전대문초등학교,31,39,40,51,48,43,21
대전대신초등학교,9,6,6,19,14,15,9
대전대암초등학교,16,23,17,24,27,23,16
대전대양초등학교,68,55,56,75,67,80,30
대전대화초등학교,20,26,24,34,37,38,19
대전대흥초등학교,84,86,86,90,93,113,34
대전동광초등학교,25,18,22,24,26,15,16
대전동도초등학교,22,18,22,24,25,17,14
대전동문초등학교,58,38,50,64,67,48,21
대전동산초등학교,51,40,55,39,49,46,24
대전매봉초등학교,100,109,89,127,126,125,39
대전목동초등학교,87,101,103,123,139,116,40
대전목상초등학교,37,48,50,44,53,51,26
대전문성초등학교,23,27,27,24,31,33,17
대전문창초등학교,23,24,21,31,29,28,17
대전문화초등학교,53,44,47,74,47,55,24
대전버드내초등학교,143,127,135,165,155,151,50
대전법동초등학교,56,59,56,65,55,70,23
대전보성초등학교,47,50,62,53,64,59,23
대전보운초등학교,29,26,17,31,28,32,15
대전산성초등학교,68,86,97,114,107,120,35
대전삼성초등학교,17,26,20,22,22,23,17
대전석교초등학교,43,44,38,48,40,53,22
대전석봉초등학교,14,22,10,21,16,14,10
대전선화초등학교,36,31,38,35,29,36,18
대전성남초등학교,71,68,75,71,88,68,31
대전송촌초등학교,95,106,131,120,137,149,43
대전신평초등학교,60,79,81,88,70,70,28
대전신흥초등학교,165,215,148,202,163,165,61
대전양지초등학교,40,42,47,40,58,44,19
대전오류초등학교,50,47,51,61,52,53,23
대전옥계초등학교,32,22,32,38,44,63,20
대전용운초등학교,104,90,74,85,77,58,29
대전용전초등학교,92,117,106,118,130,118,42
대전원평초등학교,74,73,48,79,56,59,25
대전유평초등학교,49,47,58,55,61,59,23
대전자양초등학교,18,16,16,22,26,22,15
대전중리초등학교,83,78,80,79,80,74,31
대전중앙초등학교,90,58,51,75,86,83,34
대전중원초등학교,52,59,63,70,78,92,28
대전중촌초등학교,43,26,27,27,30,36,19
대전천동초등학교,125,146,128,165,170,169,48
대전태평초등학교,90,92,87,97,119,102,38
대전판암초등학교,62,66,72,67,87,77,31
대전현암초등학교,19,39,30,23,31,44,18
대전화정초등학교,46,39,38,53,50,59,21
대전흥룡초등학교,69,65,69,64,114,94,31
동대전초등학교,94,97,84,107,97,129,38
동명초등학교,5,7,6,4,11,9,9
산내초등학교,100,80,103,115,115,135,41
산서초등학교,7,14,8,9,8,14,7
산흥초등학교,8,10,9,14,9,8,8
새일초등학교,43,35,37,46,64,57,23
서대전초등학교,51,45,60,56,50,58,23
대전성모초등학교,112,119,117,108,100,102,43
세천초등학교,8,6,6,7,6,8,7
신탄진용정초등학교,86,57,83,80,75,71,26
신탄진초등학교,38,62,68,70,59,76,28
와동초등학교,25,27,28,36,33,38,16
장동초등학교,6,9,6,6,12,10,7
회덕초등학교,20,27,33,29,33,36,17
가수원초등학교,63,57,84,99,91,75,28
구즉초등학교,74,76,77,86,74,71,30
금성초등학교,77,69,79,93,75,119,37
기성초등학교,4,6,6,2,8,6,10
기성초등학교길헌분교장,1,0,3,0,3,0,4
남선초등학교,7,13,9,4,10,5,7
대덕초등학교,110,126,89,108,103,96,34
대전가장초등학교,128,141,119,143,118,125,44
대전갈마초등학교,59,58,71,73,58,70,31
대전갑천초등학교,99,96,96,107,135,133,38
대전관저초등학교,79,81,75,88,94,65,29
대전구봉초등학교,120,101,108,135,111,113,38
대전금동초등학교,134,130,116,133,110,92,38
대전내동초등학교,152,147,181,167,178,209,52
대전노은초등학교,135,170,162,184,200,158,52
대전도마초등학교,110,92,106,96,102,112,37
대전둔산초등학교,83,101,93,111,81,100,37
대전둔원초등학교,109,106,128,154,132,135,46
대전둔천초등학교,40,48,34,43,41,44,20
대전만년초등학교,48,37,42,38,47,44,21
대전문정초등학교,77,80,89,86,100,100,30
대전백운초등학교,99,105,97,94,102,106,36
대전변동초등학교,47,45,55,52,57,61,24
대전복수초등학교,98,102,96,92,111,104,36
대전봉산초등학교,83,91,87,103,70,100,31
대전삼육초등학교,96,102,102,98,91,88,19
대전삼천초등학교,91,99,110,125,125,161,36
대전상지초등학교,97,95,110,84,135,115,38
대전샘머리초등학교,134,151,168,159,147,151,48
대전서부초등학교,113,85,97,113,130,106,36
대전서원초등학교,107,85,101,114,112,123,35
대전선암초등학교,105,90,93,94,96,87,31
대전성룡초등학교,177,145,162,167,183,183,52
대전성천초등학교,14,9,7,14,17,16,10
대전송강초등학교,65,73,82,67,104,70,32
대전자운초등학교,104,82,77,85,75,87,36
대전어은초등학교,117,98,112,116,82,123,37
대전월평초등학교,29,23,24,34,38,30,15
대전유천초등학교,58,54,57,55,72,68,26
대전장대초등학교,66,73,66,59,54,51,26
대전전민초등학교,193,190,205,188,218,184,56
대전정림초등학교,96,93,106,107,131,107,38
대전지족초등학교,73,85,83,84,114,96,31
대전탄방초등학교,129,125,118,126,153,152,41
덕송초등학교,37,39,36,33,30,28,16
문지초등학교,66,67,79,83,89,83,35
봉암초등학교,7,7,10,5,7,6,9
외삼초등학교,125,119,113,123,103,116,41
유성초등학교,25,28,27,36,23,34,15
진잠초등학교,63,71,90,76,94,80,34
학하초등학교,21,10,13,10,8,12,7
한밭초등학교,240,239,262,330,338,351,59
흥도초등학교,156,151,146,166,159,150,42
대전수미초등학교,13,9,30,17,26,34,13
대전원앙초등학교,52,45,61,62,47,52,25
대전느리울초등학교,128,125,100,142,120,141,40
대전두리초등학교,122,137,99,119,105,118,43
대전대정초등학교,62,79,54,71,50,67,26
대전신계초등학교,115,174,143,167,194,187,51
대전하기초등학교,76,82,77,97,91,103,32
대전비래초등학교,54,54,53,62,81,72,26
대전목양초등학교,110,113,115,140,150,151,41
대전동화초등학교,136,126,111,130,138,121,38
대전반석초등학교,229,210,249,239,236,269,62
대전배울초등학교,116,115,86,130,120,118,40
대전가오초등학교,126,107,143,136,167,154,46
대전글꽃초등학교,158,152,178,171,182,174,54
대전동서초등학교,50,35,56,42,39,60,18
대전은어송초등학교,144,148,154,170,154,169,47
대전교촌초등학교,76,57,45,56,63,69,28
대전송림초등학교,47,49,58,41,57,56,21
대전수정초등학교,35,29,21,30,30,37,14
대전용산초등학교,50,67,68,54,69,72,28
대전관평초등학교,73,77,76,91,61,85,28
대전상대초등학교,148,126,161,161,177,168,47
대전봉명초등학교,148,130,130,179,152,164,51
대덕초등학교도룡분교장,14,9,11,12,4,12,8
대전계산초등학교,146,123,118,137,129,101,37
대전상원초등학교,175,147,137,170,158,148,39
대전원신흥초등학교,66,66,56,56,62,44,26
대전도안초등학교,191,191,179,216,189,205,51
대전도솔초등학교,237,216,233,223,211,199,59
대전새미래초등학교,190,213,168,157,146,113,47
대전새여울초등학교,199,196,193,180,161,122,56
대전죽동초등학교,187,144,115,143,82,90,40
대전선유초등학교,192,183,162,194,169,117,46
대전원신흥초등학교복용분교장,114,69,63,57,52,52,28
대전호수초등학교,187,120,133,102,75,44,37
강남초등학교,60,56,74,92,70,70,29
개운초등학교,98,96,87,82,112,83,33
격동초등학교,67,78,85,95,86,109,27
구영초등학교,163,156,155,157,162,177,46
굴화초등학교,102,90,98,113,83,93,31
상북초등학교소호분교장,0,7,11,10,8,7,6
대현초등학교,174,183,154,181,179,137,50
덕신초등학교,104,118,89,107,121,117,37
동백초등학교,105,100,84,121,106,101,33
동평초등학교,33,39,41,43,30,39,17
두동초등학교,12,17,12,12,17,15,7
두서초등학교,3,5,0,6,4,5,7
명산초등학교,28,36,22,28,16,12,10
무거초등학교,196,182,191,237,183,209,59
반곡초등학교,12,10,7,4,10,9,10
반천초등학교,8,20,26,13,20,26,9
방기초등학교,10,5,7,7,13,14,8
백합초등학교,118,75,97,91,107,97,31
범서초등학교,122,149,130,188,158,171,47
삼동초등학교,4,10,6,0,7,7,9
삼산초등학교,115,123,107,119,102,97,36
삼신초등학교,190,153,162,171,170,171,50
삼정초등학교,57,51,53,60,63,51,18
삼평초등학교,6,7,15,4,6,10,7
삼호초등학교,43,37,40,46,41,59,17
서생초등학교,25,25,32,31,16,24,13
선암초등학교,18,23,18,22,15,25,9
성동초등학교,11,12,16,14,18,11,7
수암초등학교,113,112,114,121,121,121,37
신정초등학교,159,149,172,178,179,198,52
야음초등학교,51,45,31,41,38,34,16
언양초등학교,140,132,159,165,142,135,52
여천초등학교,23,4,11,7,10,16,10
옥동초등학교,178,190,150,206,150,187,50
옥산초등학교,69,68,64,64,90,83,29
옥서초등학교,69,50,43,60,54,48,18
옥현초등학교,40,51,34,67,46,48,17
온남초등학교,143,145,144,197,210,213,54
온양초등학교,99,78,73,95,80,85,32
울산남부초등학교,87,115,88,106,102,114,33
울산중앙초등학교,33,37,42,36,39,59,18
웅촌초등학교,19,29,20,20,21,11,12
월봉초등학교,156,145,150,147,132,133,38
월평초등학교,33,20,25,26,31,24,13
장생포초등학교,5,4,5,0,6,8,8
중남초등학교,43,42,36,38,54,31,19
척과초등학교,6,9,6,8,7,2,8
청량초등학교,70,64,72,56,56,61,23
문수초등학교,27,35,27,33,29,24,14
강동초등학교,312,265,267,281,226,228,79
남목초등학교,79,89,94,111,121,101,37
내황초등학교,109,115,101,115,103,85,35
녹수초등학교,120,112,97,116,99,98,34
농서초등학교,139,139,153,162,175,197,48
농소초등학교,49,53,52,60,56,33,19
다운초등학교,39,44,34,48,52,61,18
동부초등학교,107,130,137,143,128,130,42
동천초등학교,67,73,81,86,107,104,33
명덕초등학교,89,97,91,108,106,91,29
명정초등학교,93,97,121,119,117,122,36
미포초등학교,128,171,134,143,129,126,35
방어진초등학교,103,114,105,129,127,135,40
병영초등학교,54,41,55,55,58,54,22
복산초등학교,15,12,8,8,13,8,8
삼일초등학교,61,71,61,73,52,78,24
상진초등학교,66,55,59,61,73,74,24
서부초등학교,154,154,154,160,127,130,47
송정초등학교,98,101,91,102,104,117,34
약사초등학교,117,114,89,135,106,92,34
약수초등학교,7,5,12,12,9,14,8
양사초등학교,27,34,27,38,22,49,16
연암초등학교,73,61,51,66,57,74,25
염포초등학교,83,80,66,94,87,91,32
옥성초등학교,20,29,39,24,40,50,15
우정초등학교,110,115,114,116,133,126,41
울산양정초등학교,87,100,89,96,85,81,34
울산초등학교,196,161,187,213,207,216,62
일산초등학교,34,43,38,30,37,34,16
전하초등학교,145,168,166,179,164,177,55
주전초등학교,13,12,13,5,10,10,8
태화초등학교,118,151,134,149,144,134,46
평산초등학교,74,69,65,76,76,69,23
학성초등학교,82,66,73,69,84,72,27
함월초등학교,56,50,59,62,74,62,21
호계초등학교,20,27,25,41,35,34,14
화암초등학교,126,131,122,153,138,151,43
화정초등학교,75,87,107,104,103,106,29
화진초등학교,201,186,183,193,161,153,53
온산초등학교,59,64,62,71,70,66,24
도산초등학교,59,59,49,54,61,53,20
성안초등학교,98,104,120,116,113,121,39
양지초등학교,54,56,57,68,57,78,25
명촌초등학교,185,140,141,158,103,121,45
천상초등학교,69,71,80,89,104,121,29
영화초등학교,146,128,145,177,182,150,50
이화초등학교,59,53,57,70,82,96,26
용연초등학교,191,178,169,180,149,144,50
월계초등학교,51,49,62,61,52,61,21
남산초등학교,62,65,81,94,94,86,29
신복초등학교,60,65,58,73,75,74,24
무룡초등학교,83,92,84,100,90,74,29
신천초등학교,90,70,87,82,98,92,30
천곡초등학교,108,124,128,143,139,127,46
문현초등학교,103,105,75,106,103,115,35
남외초등학교,110,136,158,142,143,130,42
상안초등학교,100,88,115,146,119,158,40
매곡초등학교,173,140,149,182,189,171,53
백양초등학교,107,124,124,141,152,128,41
청솔초등학교,112,126,138,154,146,136,38
호연초등학교,84,87,94,106,105,93,31
다전초등학교,23,36,32,42,45,53,16
울주명지초등학교,93,94,113,123,123,147,39
화봉초등학교,106,102,123,102,108,94,32
동대초등학교,109,102,77,94,91,101,32
매산초등학교,146,171,177,189,192,164,51
상북초등학교,21,34,22,31,24,29,13
외솔초등학교,139,127,155,175,142,127,43
중산초등학교,293,283,240,270,213,217,69
은월초등학교,212,239,205,172,165,109,57
고헌초등학교,303,272,258,223,186,197,68
삼남초등학교,64,57,43,24,46,12,17
두왕초등학교,35,31,34,24,19,17,10
의랑초등학교,14,12,10,14,7,11,7
장기초등학교,24,17,14,23,17,18,11
감성초등학교,19,16,18,17,15,6,8
금남초등학교,31,34,26,34,31,39,18
소정초등학교,7,8,6,15,16,11,9
수왕초등학교,12,13,11,13,13,12,7
쌍류초등학교,7,12,9,11,6,15,9
연남초등학교,8,12,9,16,6,8,8
연동초등학교,7,7,10,9,3,10,9
연봉초등학교,25,18,22,29,25,19,14
연서초등학교,37,30,25,27,25,30,16
전동초등학교,5,11,9,9,7,12,9
전의초등학교,24,22,27,27,18,37,14
조치원교동초등학교,33,28,39,37,41,44,19
조치원대동초등학교,112,117,108,133,138,132,45
조치원명동초등학교,12,14,16,32,25,27,13
조치원신봉초등학교,47,58,44,54,55,59,24
세종도원초등학교,106,114,102,142,115,139,44
참샘초등학교,94,90,82,98,114,84,34
부강초등학교,22,39,29,42,33,40,17
한솔초등학교,102,93,103,106,119,117,35
양지초등학교,76,97,104,102,100,82,29
연양초등학교,221,206,192,167,206,194,72
아름초등학교,144,180,167,210,239,257,63
나래초등학교,168,165,156,198,193,180,60
도담초등학교,194,184,202,224,228,228,68
미르초등학교,102,87,111,121,109,137,37
두루초등학교,195,214,206,251,187,206,66
가락초등학교,100,106,89,103,81,99,34
으뜸초등학교,105,90,90,91,85,68,30
고운초등학교,157,173,136,172,166,151,53
온빛초등학교,130,122,162,161,170,174,51
종촌초등학교,149,147,189,138,165,143,50
늘봄초등학교,63,68,62,64,70,85,28
연세초등학교,75,81,93,93,75,79,30
다빛초등학교,96,81,75,86,73,83,29
소담초등학교,237,189,179,187,198,181,65
보람초등학교,181,177,196,231,232,194,68
여울초등학교,158,104,132,135,124,102,42
가득초등학교,109,97,109,122,133,106,37
새뜸초등학교,150,86,121,112,112,107,39
새롬초등학교,200,236,231,236,244,229,71
글벗초등학교,176,158,130,143,125,145,50
나성초등학교,274,221,182,230,193,222,62
솔빛초등학교,100,68,60,62,53,49,27
반곡초등학교,179,180,164,141,143,126,52
대평초등학교,167,138,146,136,122,107,44
새움초등학교,98,90,76,98,82,77,31
다정초등학교,234,223,239,251,214,193,72
한결초등학교,184,182,186,196,164,156,59
해밀초등학교,172,191,151,169,146,154,52
집현초등학교,108,88,69,74,63,61,31
가평마장초등학교,11,13,7,14,15,8,8
가평초등학교,99,104,110,145,128,134,32
대성초등학교,18,11,14,14,17,16,8
목동초등학교,14,13,7,14,14,12,8
목동초등학교명지분교장,0,0,0,2,0,2,2
미원초등학교,34,33,36,47,43,47,17
미원초등학교위곡분교장,0,7,0,7,4,5,5
미원초등학교장락분교장,3,0,0,6,0,1,5
방일초등학교,9,5,12,8,9,6,8
상면초등학교,9,7,11,7,9,13,8
상색초등학교,13,7,7,8,15,6,8
상천초등학교,11,9,12,4,10,11,7
연하초등학교,21,16,16,20,16,18,8
율길초등학교,18,13,10,11,3,8,8
조종초등학교,49,37,51,78,54,60,19
청평초등학교,45,31,49,55,60,71,22
가람초등학교,62,64,69,66,79,85,24
강선초등학교,93,102,93,125,115,114,33
고봉초등학교,92,66,67,49,57,53,21
고양백석초등학교,85,85,78,112,109,119,26
고양신일초등학교,104,137,138,152,154,197,39
고양용현초등학교,46,44,60,52,49,50,17
고양초등학교,51,78,75,86,96,83,26
고양화수초등학교,93,73,75,112,120,137,33
고양화정초등학교,176,166,194,219,229,215,55
금계초등학교,82,92,80,95,82,113,29
낙민초등학교,94,107,115,128,123,140,32
